"participant","trial_num","consistency","matching","key_resp_3.corr","key_resp_3.rt","stage"
"fp01","97","c","mismatch",1,0.6384845,"adapt"
"fp01","98","c","mismatch",1,0.4754802,"adapt"
"fp01","99","c","mismatch",1,0.4752155,"adapt"
"fp01","100","i","mismatch",1,0.325605,"adapt"
"fp01","101","i","match",1,0.4190508,"adapt"
"fp01","102","c","match",1,0.3868985,"adapt"
"fp01","103","c","mismatch",1,0.3695447,"adapt"
"fp01","104","c","match",1,0.3131307,"adapt"
"fp01","105","i","match",1,0.3791382,"baseline"
"fp01","106","i","match",1,0.4547669,"baseline"
"fp01","107","c","match",1,0.3386711,"baseline"
"fp01","108","c","match",1,0.5115317,"baseline"
"fp01","109","i","mismatch",1,0.4285545,"baseline"
"fp01","110","i","match",1,0.5092581,"baseline"
"fp01","111","c","match",1,0.3550282,"baseline"
"fp01","112","filler","mismatch",1,0.6215234,"baseline"
"fp01","113","c","mismatch",1,0.4001963,"baseline"
"fp01","114","c","match",1,0.4581401,"baseline"
"fp01","115","i","match",1,0.3713091,"baseline"
"fp01","116","c","mismatch",1,0.3852082,"baseline"
"fp01","117","i","mismatch",1,0.3814664,"baseline"
"fp01","118","c","match",1,0.5644736,"baseline"
"fp01","119","i","mismatch",1,0.3524884,"baseline"
"fp01","120","c","match",1,0.5287366,"baseline"
"fp01","121","filler","match",0,0.5354582,"baseline"
"fp01","122","i","match",1,0.4368624,"baseline"
"fp01","123","i","match",1,0.3750951,"baseline"
"fp01","124","c","match",1,0.3409833,"baseline"
"fp01","125","filler","match",1,0.5869166,"baseline"
"fp01","126","c","mismatch",1,0.4382908,"baseline"
"fp01","127","c","mismatch",1,0.3716103,"baseline"
"fp01","128","i","match",1,0.3996437,"baseline"
"fp01","129","c","mismatch",1,0.4981824,"baseline"
"fp01","130","i","mismatch",1,0.4644248,"baseline"
"fp01","131","c","mismatch",1,0.4034959,"baseline"
"fp01","132","i","mismatch",1,0.6206012,"baseline"
"fp01","133","i","match",1,0.3735716,"baseline"
"fp01","134","c","match",1,0.45492,"baseline"
"fp01","135","i","match",1,0.4226197,"baseline"
"fp01","136","c","mismatch",1,0.4244861,"baseline"
